Column1,Column2,Column 3,Column 4
Add Attribute Set,属性セット追加,module,Magento_Catalog
Add CMS Block,CMSブロックを追加,module,Magento_Catalog
Add Catalog Event,カタログイベントを追加,,
Add Condition,条件を追加,,
Add Cross-Sell Products,クロスセル商品を追加,module,Magento_Catalog
Add Date,日付追加,module,Magento_Customer
Add Design Change,デザインの変更を追加,module,Magento_Backend
Add Details,詳細を追加,,
Add Event,イベントを追加,,
Add Gift Card,ギフトカードを追加,,
Add Gift Card Account,ギフトカードアカウントを追加,,
Add Gift Options for the Entire Order,全体の注文にギフトオプションを追加してください,module,Magento_GiftMessage
Add Gift Registry Type,ギフトレジストリ種別,,
Add Gift Wrapping,ギフトラッピングを追加,,
Add Group,グループの追加,module,Magento_Catalog
Add Images into Sitemap,サイトマップに画像を追加,module,Magento_Sitemap
Add Invitations,招待を追加,,
Add Invitee,送信先を追加,module,Magento_SendFriend
Add Item To Return,返品する商品を追加,,
Add Layout Update,レイアウト更新追加,module,Magento_Widget
Add Link,リンクを追加,module,Magento_Downloadable
Add Locale,ロケール追加,module,Magento_Customer
Add Minimum Qty,最小個数を追加,module,Magento_CatalogInventory
Add New,追加,module,Magento_Backend
Add New %1,%1 の新規追加,module,Magento_Ui
Add New Address,新しい住所の追加,module,Magento_Customer
Add New Attribute,新しい属性を追加,module,Magento_Catalog
Add New Attribute Set,新規属性の追加,module,Magento_Catalog
Add New Block,新規ブロック追加,module,Magento_Cms
Add New Class,新規区分の追加,module,Magento_Tax
Add New Condition,新しい条件を追加,module,Magento_CheckoutAgreements
Add New Customer,新規会員の追加,module,Magento_Customer
Add New Customer Group,新規会員グループの追加,module,Magento_Customer
Add New Group,新規グループの追加,module,Magento_Catalog
Add New Image,新規画像の追加,module,Magento_Backend
Add New Images,新規画像の追加,module,Magento_Catalog
Add New Integration,新しいインテグレーションを追加,module,Magento_Integration
Add New Link,新しいリンク追加,module,Magento_Downloadable
Add New Option,オプションの追加,module,Magento_Catalog
Add New Page,新規ページの追加,module,Magento_Cms
Add New Rate,レートの追加,,
Add New Rating,新規評価の追加,module,Magento_Review
Add New Role,権限の追加,module,Magento_User
Add New Row,新しい行の追加,module,Magento_Catalog
Add New Rule,新規ルールの追加,module,Magento_CatalogRule
Add New Search Term,新しい検索キーワードを追加,module,Magento_Search
Add New Tax Class,新しい税クラス追加,module,Magento_Tax
Add New Tax Rate,新規税率の追加,module,Magento_Tax
Add New Tax Rule,新規税算出の追加,module,Magento_Tax
Add New Template,新しいテンプレートの追加,module,Magento_Email
Add New URL Rewrite,新しいURL書換えを追加,module,Magento_UrlRewrite
Add New User,新しいユーザーを追加,module,Magento_User
Add New Variable,新しい変数を追加,module,Magento_Variable
Add Node...,ノード追加...,,
Add Option,オプションを追加,module,Magento_Bundle
Add Package,パッケージの追加,module,Magento_Shipping
Add PayPal as an additional payment method to your checkout page.,チェックアウトページに、追加の支払い方法としてPayPalを追加します。,module,Magento_Paypal
Add Price,価格追加,module,Magento_Catalog
Add Printed Card,ギフトカードを追加,,
Add Product,新規商品の追加,module,Magento_Catalog
Add Product To Websites,商品をウェブサイトに追加,module,Magento_Catalog
Add Product by SKU,SKUによる商品の追加,,
Add Products,商品を追加,module,Magento_Sales
Add Products By SKU,SKUによる商品の追加,,
Add Products Manually,商品を手動で追加,module,Magento_ConfigurableProduct
Add Products to Group,商品をグループに追加,module,Magento_GroupedProduct
Add Products to New Option,新しいオプションに商品追加,module,Magento_Bundle
Add Products to Option,オプションに商品を追加,module,Magento_Bundle
"Add Products to Option ""%1""","オプション ""%1""に商品追加",module,Magento_Bundle
Add Products to Order,注文する商品を追加する,,
Add Products to Package,商品を梱包に追加,module,Magento_Shipping
Add Registrant,登録者を追加,,
Add Related Products,関連商品を追加,module,Magento_Catalog
Add Reward Points,ポイントの追加,,
Add Root Category,ルートカテゴリを追加,module,Magento_Catalog
Add Row,行を追加,,
Add Rule,ルール追加,module,Magento_Braintree
Add Scheduled Export,定期エクスポートの追加,,
Add Scheduled Import,定期インポートの追加,,
Add Secret Key to URLs,URLにシークレットキーを付与,module,Magento_Backend
Add Segment,セグメント追加,,
Add Selected,選択項目を追加,module,Magento_Catalog
Add Selected Product(s) to Order,選択した商品をご注文に追加する,module,Magento_Sales
Add Selected Product(s) to Package,選択した商品を梱包に追加する,module,Magento_Shipping
Add Selected Product(s) to returns,選択した商品を返品リストに追加する,,
Add Selected Products,選択した商品を追加,module,Magento_Bundle
Add Sitemap,サイトマップを追加,module,Magento_Sitemap
Add Store Code to Urls,店舗コードをURLに追加,module,Magento_Backend
Add Subcategory,サブカテゴリを追加,module,Magento_Catalog
Add Swatch,スワッチ追加,module,Magento_Swatches
Add Tax,税を追加,module,Magento_Weee
Add To Order,ご注文にくわえる,module,Magento_Sales
Add Tracking Number,追跡番号追加,module,Magento_Shipping
Add URL Rewrite,URL書換追加,module,Magento_UrlRewrite
Add URL Rewrite for CMS page,CMSページ用のURLリライト追加,module,Magento_UrlRewrite
Add URL Rewrite for a Category,カテゴリのURL書換を追加,module,Magento_UrlRewrite
Add URL Rewrite for a Product,商品のURL書換を追加,module,Magento_UrlRewrite
Add Up-Sell Products,アップセル商品を追加,module,Magento_Catalog
Add Value,値を追加,module,Magento_Catalog
Add Video,ビデオ追加,module,Magento_ProductVideo
Add Widget,ウィジェットを追加,module,Magento_Widget
Add Your Review,レビューを追加,module,Magento_Review
Add \Exception,\Exception 追加,module,Magento_Config
Add after,追加後,module,Magento_Config
Add another payment method to your existing solution or as a stand-alone option.,既に存在する処理法に別の支払方法を追加するかスタンドアローンオプションとして追加する。,module,Magento_Paypal
Add configurable attributes to the current Attribute Set, コンフィグ属性を現在の属性セットに追加する,module,Magento_ConfigurableProduct
Add or remove gift cards,ギフトカードの追加または削除,,
"Add configurable attributes to the current Attribute Set (""%1"")"," コンフィグ属性を現在の属性セット (""%1"")に追加",module,Magento_ConfigurableProduct
Add configurable attributes to the existing Attribute Set, コンフィグ属性を既存の属性に追加,module,Magento_ConfigurableProduct
Add configurable attributes to the new Attribute Set based on current, コンフィグ属性を新しい属性セットに追加します。,module,Magento_ConfigurableProduct
Add links to your product files here.,ここの商品ファイルへのリンクを追加,module,Magento_Downloadable
Add product preview files here.,ここに商品プレビューファイルを追加,module,Magento_Downloadable
Add selected page(s) to the tree,選択したページをツリーに追加する,,
Add selections to my cart,カートに選択した商品を追加する,,
Add this attribute to the list of column options in the product grid.,この属性を商品グリッドの列オプションのリストに追加します。,module,Magento_Catalog
Add this attribute to the list of filter options in the product grid.,この属性を商品グリッドのフィルターオプションのリストに追加します。,module,Magento_Catalog
Add to Cart,カートに入れる,module,Magento_Catalog
Add to Column Options,カラムオプションに追加,module,Magento_Catalog
Add to Compare,比較リストに入れる,module,Magento_Catalog
Add to Gift Registry,ギフトレジストリに追加,,
Add to Order,注文に追加,module,Magento_Sales
